store_id,region,store_name,store_x,store_y,store_addr,store_addr_new,store_tel,open_hours,website,s_link
41755,강원,은혜횟집,37.465694,129.171653,강원도 삼척시 교동 413-24,강원 삼척시 새천년도로 515,033-573-1485,,,874012
41756,강원,덕성농장닭집,37.441327,129.163732,강원도 삼척시 읍중동 4-7,강원 삼척시 오십천로 411,033-574-6862,,,874307
41757,강원,감나무,37.447443,129.163438,강원도 삼척시 교동 656-7,강원 삼척시 대학로 74-7,033-575-5733,,,874316
41758,강원,파로라,37.326875,129.267506,강원도 삼척시 근덕면 궁촌리 194-1,강원도 삼척시 근덕면 궁촌해변길 135,01068329672,,,1270574
41759,강원,동해바다,37.44567,129.169858,강원도 삼척시 남양동 5-36,강원 삼척시 청석로 27-64,033-574-0987,,,487598
41760,강원,부림해물,37.434477,129.181646,강원도 삼척시 정상동 130-4,강원 삼척시 동해대로 3935,0335760789,,,495287
41761,강원,일품해물탕,37.443338,129.164638,강원도 삼척시 남양동 34-5,강원 삼척시 진주로 30-26,033-574-1412,,,495399
41762,강원,성원닭갈비,37.444668,129.177988,강원도 삼척시 정상동 460-6,강원도 삼척시 정상안1길 14-32,033-575-7677,,,495449
41763,강원,산채마을,37.449009,129.170801,강원도 삼척시 교동 758-1,강원도 삼척시 청석로 9,033-572-0958,,,526604
41764,강원,먹을담,37.444798,129.177851,강원도 삼척시 정상동 460-4,강원 삼척시 정상안1길 8-23,0335730303,,,549193
41765,강원,삼봉식당,37.444424,129.171494,강원도 삼척시 남양동 7-10,강원 삼척시 척주로 67-1,0335736181,,,572980
41766,강원,탁닭치킨,37.441038,129.165256,강원도 삼척시 남양동 55-18,강원 삼척시 진주로 4-40,033-574-0013,,,617619
41767,강원,은혜조개구이,37.465553,129.171929,강원도 삼척시 교동 413-3,강원 삼척시 새천년도로 513,010-9057-1485,,,873164
41768,강원,월드한우구이촌,37.448706,129.176506,강원도 삼척시 교동 743-4,강원 삼척시 청석로3길 15,033-573-4595,,,874013
41769,강원,묵호물회,37.465163,129.172681,강원도 삼척시 교동 413-8,강원도 삼척시 새천년도로 505,033-574-7003,,,874308
41770,강원,호산한우구이촌,37.174348,129.336026,강원 삼척시 원덕읍 호산리 208-1,강원도 삼척시 호산중앙로 11-14 ,0335756292,,,874317
41771,강원,어나더,37.467153,129.169441,강원도 삼척시 갈천동 14 ,강원도 삼척시 테마타운길 49 ,0335723291,,,1271500
41772,강원,새천년횟집,37.465265,129.1724,강원도 삼척시 교동 413-6,강원 삼척시 새천년도로 509,0335722800,,,495289
41773,강원,신화횟집,37.438966,129.188735,강원도 삼척시 정하동 55-4,강원 삼척시 새천년도로 65-1,0335743810,,,495460
41774,강원,대게앤홍게,37.438573,129.187327,강원도 삼척시 정하동 82-1,강원 삼척시 새천년도로 53-1,033-574-6727,,,533080
41775,강원,삼척대게본점,37.43844,129.187208,강원도 삼척시 정하동 85,강원도 삼척시 새천년도로 51-1,033-574-2431,,,550512
41776,강원,횡성한우곱창,37.448237,129.174293,강원도 삼척시 교동 761-9,강원도 삼척시 청석로 27-106 횡성한우곱창 ,0335756384,,,576335
41777,강원,삼척전복해물뚝배기,37.467722,129.168775,강원도 삼척시 갈천동 14 2층,강원도 삼척시 테마타운길 59,033-572-9999,,,625980
41778,강원,파도횟집,37.465568,129.17185,강원도 삼척시 교동 413-3 해변타운,강원도 삼척시 새천년도로 513,033-574-9044,,,874309
41779,강원,큰손숯불갈비,37.447626,129.163538,강원도 삼척시 교동 656-5,강원도 삼척시 대학로 76,033-573-8808,,,490298
41780,강원,대복숯불구이,37.442411,129.166927,강원도 삼척시 남양동 329-8,강원 삼척시 중앙시장2길 22-45,033-572-3736,,,495424
41781,강원,칠보칼국수,37.238853,129.045444,강원도 삼척시 도계읍 도계리 364-13,강원 삼척시 도계읍 도계로 333-1,0335418954,,,495466
41782,강원,홍대포,37.441015,129.1651,강원도 삼척시 남양동 55-17,강원도 삼척시 진주로 4-34,0335736360,,,534029
41783,강원,동남호대게,37.438953,129.189452,강원도 삼척시 정하동 50-1,강원도 삼척시 새천년도로 73,033-574-4274,,,554680
41784,강원,도하문어,37.445492,129.166451,강원도 삼척시 남양동 21-3,강원 삼척시 사대안길 40,0335728688,,,582347
41785,강원,모계촌,37.444194,129.164593,강원도 삼척시 남양동 32-1 2층,강원도 삼척시 척주로 7,033-575-9292,,,629714
41786,강원,예가낙지마을,37.460601,129.114701,강원도 동해시 단봉동 453-1 단봉가든오리나라  ,강원도 동해시 강원남부로 4595 단봉가든오리나라 ,0335210227,,,873906
41787,강원,은미감자탕,37.442334,129.166148,강원도 삼척시 남양동 55-22,강원 삼척시 중앙시장길 48-13,033-574-5333,,,874020
41788,강원,스테이크킹,37.448158,129.175261,강원도 삼척시 교동 744-6 늘푸른새마을금고,강원도 삼척시 정상로 72,033-575-3890,,,874310
41789,강원,삼고정문,37.461954,129.156619,강원 삼척시 우지동 19,강원도 삼척시 새천년도로 673-1 ,0335758686,,,874319
41790,강원,금다정,37.438952,129.187487,강원도 삼척시 정하동 78,강원 삼척시 나리골길 5,033-572-5060,,,490442
41791,강원,돈비촌,37.44883,129.176003,강원도 삼척시 교동 743-2,강원도 삼척시 청석로 63-10,033-574-9233,,,495295
41792,강원,개코네돈까스,37.444468,129.164725,강원도 삼척시 남양동 32-1,강원도 삼척시 척주로 9-19,0335756565,,,495428
41793,강원,한우실비식당,37.234446,129.046741,강원도 삼척시 도계읍 도계리 297,강원도 삼척시 도계읍 도계대한길 8-34,0335415312,,,495491
41794,강원,일미담,37.467283,129.169228,강원도 삼척시 갈천동 14 일반음식점,강원도 삼척시 테마타운길 19,033-574-0818,,,536804
41795,강원,꼬기냉면,37.444758,129.16361,강원도 삼척시 당저동 142-1,강원도 삼척시 진주로 45,033-572-7447,,,554894
41796,강원,엄마손태백물닭갈비,37.445798,129.170126,강원도 삼척시 남양동 5-25,강원도 삼척시 사대1길 18-38,033-572-7676,,,593254
41797,강원,삼척대게&회머구리,37.467235,129.169278,강원도 삼척시 갈천동 14,강원 삼척시 테마타운길 49,033-574-2327,,,630077
41798,강원,얼큰이,37.238047,129.045578,강원도 삼척시 도계읍 도계리 367-1,강원도 삼척시 도계로 326-1,0335419666,,,873963
41799,강원,초롱식당,37.441934,129.192299,강원 삼척시 정하동 41-243 해원상가아파트,강원도 삼척시 새천년도로 119 해원상가아파트 ,0335735990,,,874303
41800,강원,도담도담,37.444704,129.164705,강원도 삼척시 남양동 32-21,강원도 삼척시 척주로 9-43,033-575-4802,,,874311
41801,강원,고기촌플러스,37.442483,129.169155,강원도 삼척시 남양동 337-15,강원도 삼척시 남양길 25,033-573-5502,,,484533
41802,강원,대중회관,37.443951,129.169453,강원도 삼척시 남양동 335-3 설악추어탕,강원 삼척시 척주로 50,033-573-1815,,,495437
41803,강원,장호항영기횟집,37.286896,129.316184,강원도 삼척시 근덕면 장호리 3-41,강원 삼척시 근덕면 장호길 99,033-572-3719,,,495604
41804,강원,양분식,37.444074,129.163352,강원도 삼척시 남양동 17-12,강원 삼척시 대학로 32-9,0335743887,,,539891
41805,강원,성덕호횟집,37.286896,129.316184,강원도 삼척시 근덕면 장호리 3-41,강원도 삼척시 근덕면 장호길 99,033-575-2266,,,562764
41806,강원,향,37.444509,129.163339,강원도 삼척시 당저동 142-6,강원도 삼척시 대학로 38,033-573-0808,,,595642
41807,강원,원희네닭갈비,37.237488,129.044774,강원도 삼척시 도계읍 도계리 378-8 원희네닭갈비  ,강원도 삼척시 도계로 319-43 원희네닭갈비 ,0335419821,,,873964
41808,강원,칠보식당,37.445032,129.166008,강원 삼척시 남양동 22-32 칠보식당,강원도 삼척시 사대안길 28 칠보식당 ,0335737510,,,874304
41809,강원,삼춘식당,37.444623,129.169099,강원 삼척시 남양동 12-6,강원도 삼척시 사대길 52-46 사이버메니아 ,0335754949,,,874312
41810,강원,남궁스넥,37.445149,129.162802,강원도 삼척시 당저동 143-2,강원도 삼척시 성당길 93-14,0335736101,,,881259
41811,강원,너울가지,37.464598,129.161926,강원도 삼척시 갈천동 136,강원도 삼척시 새천년도로 629-27,033-574-1277,,,486889
41812,강원,곤드레식당,37.448118,129.170315,강원도 삼척시 당저동 7-8,강원 삼척시 봉황로 117,0335747585,,,495239
41813,강원,오용각,37.444325,129.169459,강원도 삼척시 남양동 8-7,강원 삼척시 척주로 49,0335736708,,,495325
41814,강원,온천각,37.446133,129.178871,강원도 삼척시 정상동 354-1,강원 삼척시 동해대로 4090,0335739866,,,495443
41815,강원,장호해뜨는집,37.286874,129.316335,강원도 삼척시 근덕면 장호리 3-41,강원 삼척시 근덕면 장호길 99,033-575-0913,,,495605
41816,강원,알로블루빈,37.466947,129.169268,강원도 삼척시 갈천동 14,강원 삼척시 테마타운길 19,0335760988,,,540055
41817,강원,우천횟집,37.327456,129.268968,강원도 삼척시 근덕면 궁촌리 213-16,강원 삼척시 근덕면 궁촌해변길 140-27,033-575-6680,,,570091
41818,강원,빠네쿠치나,37.470343,129.1647,강원도 삼척시 갈천동 225 대명쏠비치호텔&리조트삼척 웰컴센터 1층,강원도 삼척시 수로부인길 453,033-803-7570,,,602725
41819,강원,장군시오야끼,37.443154,129.163467,강원도 삼척시 남양동 17-34,강원도 삼척시 대학로 24,0335753989,,,650227
41820,강원,풍성한횟집,37.465869,129.171345,강원도 삼척시 교동 413-22 바다이야기,강원도 삼척시 새천년도로 519,033-572-1281,,,874007
41821,강원,임원항구식당,37.230096,129.345414,강원도 삼척시 원덕읍 임원리 131-1,강원 삼척시 원덕읍 임원항구로 25-2,033-573-8962,,,874305
41822,강원,청년찜닭,37.443961,129.16995,강원도 삼척시 남양동 335-11,강원 삼척시 척주로 54,033-575-5544,,,874313
41823,강원,콤마 푸드,37.442105,129.164602,강원도 삼척시 남양동 55-4,강원도 삼척시 진주로 12-21,033-575-0327,,,1064002
41824,강원,만월정,37.381432,129.233249,강원도 삼척시 근덕면 덕산리 390-2 만월정,강원도 삼척시 근덕면 방재로 811,033-572-8835,,,486890
41825,강원,서진닭갈비,37.443432,129.1634,강원도 삼척시 남양동 17-23,강원 삼척시 대학로 26,0335746933,,,495241
41826,강원,장군갈비부페,37.467704,129.165329,강원도 삼척시 갈천동 10-7,강원 삼척시 새천년도로 582,033-573-6778,,,495351
41827,강원,울릉도호박집,37.437723,129.171791,강원도 삼척시 정상동 389-2,강원도 삼척시 오십천로 496,0335743920,,,495445
41828,강원,용화물회,37.289455,129.304452,강원도 삼척시 근덕면 용화리 14-9,강원도 삼척시 근덕면 용화해변길 22,0335737836,,,542775
41829,강원,룽성교동점,37.449525,129.1717,강원도 삼척시 교동 759-1,강원 삼척시 청석로 7-40,0335759559,,,571027
41830,강원,해파랑,37.470343,129.1647,강원도 삼척시 갈천동 225 대명쏠비치호텔&리조트삼척 웰컴센터 1층 (호텔방향),강원도 삼척시 수로부인길 453,033-803-7530,,,602728
41831,강원,소나무집,37.439299,129.16799,강원도 삼척시 남양동 55-116,강원 삼척시 중앙로 178,033-572-9667,,,762330
41832,강원,항구회타운,37.381149,129.247762,강원도 삼척시 근덕면 덕산리 48-3,강원 삼척시 근덕면 덕산해안로 128,033-572-8826,,,874010
41833,강원,마린데크,37.456728,129.186001,강원도 삼척시 교동 86-3,강원 삼척시 새천년도로 326,033-574-2555,,,874306
41834,강원,스시몽,37.445736,129.177933,강원 삼척시 정상동 459-3 스시몽,강원도 삼척시 정상안1길 7-20 옛날진주집 ,0335755585,,,874314
41835,강원,테라로사 커피공장 강릉본점,37.695989,128.892004,강원도 강릉시 구정면 어단리 973-1,강원도 강릉시 현천길 25 ,0336482760,,,2945
41836,강원,원조강릉교동반점 본점,37.7583,128.892965,강원도 강릉시 교동 162-126,강원도 강릉시 강릉대로 205,0336463833,,,33685
41837,강원,형제칼국수,37.757883,128.893007,강원도 강릉시 교동 162-76,강원도 강릉시 강릉대로204번길 2,0336471358,,,289737
41838,강원,현대장칼국수,37.757458,128.892668,강원도 강릉시 임당동 187-11,,0336450929,,,253870
41839,강원,엄지네포장마차,37.766342,128.907015,강원도 강릉시 포남동 1155,강원도 강릉시 경강로2255번길 21,033-642-0178,,,366149
41840,강원,고분옥할머니순두부,37.791232,128.915008,강원도 강릉시 초당동 308-11,강원도 강릉시 초당순두부길77번길 16,0336521897,,,254071
41841,강원,강릉짬뽕순두부 동화가든 본점,37.79118,128.914637,강원도 강릉시 초당동 309-1,강원도 강릉시 초당순두부길77번길 15,0336529885,,,253961
41842,강원,강릉감자옹심 강릉본점,37.756471,128.894894,강원도 강릉시 임당동 19-22,강원도 강릉시 토성로 171,0336480340,,,253867
41843,강원,초당할머니순두부,37.790285,128.915496,강원도 강릉시 초당동 307-4,강원도 강릉시 초당순두부길 77,0336522058,,,253797
41844,강원,길손,37.779959,128.902305,강원도 강릉시 포남동 295-2,강원도 강릉시 난설헌로78번길 42-3,0336473034,,,357936
41845,강원,차현희순두부청국장,37.791078,128.916552,강원도 강릉시 초당동 6-7,,0336530811,,,253860
41846,강원,연곡꾹저구탕,37.858641,128.831959,강원도 강릉시 연곡면 방내리 69-4,강원도 강릉시 연곡면 진고개로 2679,0336611494,,,253894
41847,강원,기사문,37.764581,128.873928,강원도 강릉시 교동 1894-1,강원도 강릉시 정원로 78-22,0336469077,,,355920
41848,강원,삼교리동치미막국수 남항진점,37.765574,128.952612,강원도 강릉시 남항진동 2,강원도 강릉시 공항길127번길 42,033-653-0993,,,253900
41849,강원,돌체테리아,37.767668,128.876118,강원도 강릉시 교동 1835-3,강원도 강릉시 하슬라로206번길 4-3,0336436688,,,481240
41850,강원,해미가,37.771048,128.878987,강원도 강릉시 교동 1807-2,강원도 강릉시 솔올로 103,033-647-1003,,,392345
41851,강원,한성먹거리,37.766301,128.905651,강원도 강릉시 포남동 1163-3,강원도 강릉시 남구길30번길 11,0336437892,,,631020
41852,강원,미트컬쳐,37.772165,128.946787,강원도 강릉시 견소동 178 1층,강원도 강릉시 경강로 2629,0339215439,,,1167935
41853,강원,장안횟집,37.837599,128.875408,강원도 강릉시 사천면 사천진리 86-64,강원도 강릉시 사천면 진리항구길 51,0336441136,,,225777
41854,강원,소나무집초당순두부  ,37.791678,128.915477,강원도 강릉시 초당동 354-4,강원 강릉시 초당순두부길 95-5,0336534488,,,253889
41855,강원,송정해변막국수,37.788585,128.92401,강원도 강릉시 강문동 308-11,강원도 강릉시 창해로 267,033-652-2611,,,324479
41856,강원,영진횟집,37.86797,128.847541,강원도 강릉시 연곡면 영진리 74-1,강원도 강릉시 연곡면 해안로 1427,033-662-7979,,,273561
41857,강원,실비생선구이,37.88925,128.828149,강원도 강릉시 주문진읍 교항리 167-10,강원도 강릉시 주문진읍 해안로 1723,0336614952,,,253823
41858,강원,금학칼국수,37.754439,128.89632,강원도 강릉시 금학동 14-1,강원도 강릉시 대학길 12-6,0336460175,,,253927
41859,강원,봉봉방앗간,37.751034,128.892433,강원도 강릉시 명주동 28-2,강원도 강릉시 경강로2024번길 17-1,033-647-1711,,,367582
41860,강원,벌집,37.754483,128.892855,강원도 강릉시 임당동 60-2,강원도 강릉시 경강로2069번길 15,0336480866,,,366151
41861,강원,바로방,37.754307,128.895925,강원도 강릉시 금학동 16-2,강원도 강릉시 경강로 2092,0336464621,,,367063
41862,강원,대동면옥,37.891216,128.824729,강원도 강릉시 주문진읍 주문리 326-5,강원도 강릉시 주문진읍 연주로 438 ,0336620076,,,253975
41863,강원,포남사골옹심이 ,37.765021,128.907481,강원도 강릉시 포남동 1152-7,강원도 강릉시 남구길10번길 11,0336472638,,,324720
41864,강원,쉘리스,37.840177,128.876775,강원도 강릉시 사천면 사천진리 266-31,강원도 강릉시 사천면 진리해변길 95,0336442355,,,253977
41865,강원,위촌리전통한우,37.753515,128.847203,강원도 강릉시 성산면 위촌리 125-2,강원도 강릉시 성산면 소목길 203-10,0336446658,,,367064
41866,강원,버드나무 브루어리,37.748181,128.884476,강원도 강릉시 홍제동 93-8,강원도 강릉시 경강로 1961,0339209380,,,366148
41867,강원,강릉전복해물뚝배기,37.794869,128.918452,강원도 강릉시 강문동 182-2,강원도 강릉시 창해로350번길 5,0336512888,,,479584
41868,강원,월성식당,37.891862,128.828144,강원도 강릉시 주문진읍 주문리 312-89,강원도 강릉시 주문진읍 시장3길 4,0336610997,,,253987
41869,강원,병산감자옹심이,37.763176,128.940498,강원도 강릉시 병산동 372-3,강원도 강릉시 공항길 39-6 ,0336520785,,,370330
41870,강원,보사노바 커피로스터스,37.772088,128.947834,강원도 강릉시 견소동 168,강원도 강릉시 창해로14번길 28,0336530038,,,370692
41871,강원,카페기와,37.785954,128.91637,강원도 강릉시 초당동 89,강원도 강릉시 초당원길54번길 15,0336529898,,,1068576
41872,강원,배니닭강정,37.7542,128.899177,강원도 강릉시 성남동 51-120,강원도 강릉시 금성로13번길 5 ,0336439038,,,324543
41873,강원,강릉 빵다방,37.769008,128.918115,강원도 강릉시 포남동 1278-23,강원도 강릉시 남강초교1길 24,0336428807,,,605481
41874,강원,은파횟집,37.796541,128.91703,강원도 강릉시 강문동 223,강원도 강릉시 창해로350번길 31,0336529566,,,366150
41875,강원,보헤미안박이추커피,37.846872,128.866892,강원도 강릉시 사천면 사천진리 285-11,강원도 강릉시 사천면 해안로 1107,0336426688,,,366517
41876,강원,강릉풍년갈비,37.785119,128.919311,강원도 강릉시 초당동 74-1,강원도 강릉시 강릉대로587번길 10-5,0336519245,,,392145
41877,강원,명성닭강정,37.754164,128.899155,강원도 강릉시 성남동 51-121,강원도 강릉시 금성로13번길 5-1,0336466118,,,874451
41878,강원,강릉부성불고기찜닭,37.760681,128.900239,강원도 강릉시 옥천동 219-11,강원도 강릉시 옥가로 50,0336413601,,,442546
41879,강원,이모네생선찜,37.769182,128.876481,강원도 강릉시 교동 1817-2,강원도 강릉시 가작로 8,0336529959,,,392331
41880,강원,감자바우,37.753022,128.897066,강원도 강릉시 성남동 97-17,강원도 강릉시 금성로35번길 4,033-648-4982,,,481842
41881,강원,동일장칼국수,37.765792,128.923225,강원도 강릉시 입암동 21-99,강원도 강릉시 강변로534번길 61,0336532840,,,502210
41882,강원,금천칼국수,37.773283,128.912232,강원도 강릉시 포남동 1072-7,강원도 강릉시 강릉대로 445-1,0336518687,,,883615
41883,강원,라꼬시나바이이성용,37.791434,128.914602,강원도 강릉시 초당동 352,강원도 강릉시 난설헌로 228-13,0336521006,,,1030204
41884,강원,블루키친,37.787086,128.912659,강원도 강릉시 초당동 234-2,강원도 강릉시 연당길 112,0336513885,,,1207431
41885,강원,피터콤마안목가게,37.773009,128.944396,강원도 강릉시 견소동 110-7,강원도 강릉시 경강로 2608 ,0336529294,,,1232667
41886,강원,디오슬로,37.78247,128.90314,강원도 강릉시 포남동 305-2,강원도 강릉시 난설헌로78번길 11,0336533570,,,1264181
41887,강원,보헤미안박이추커피본점,37.864624,128.842437,강원도 강릉시 연곡면 영진리 181,강원도 강릉시 연곡면 홍질목길 55-11,0336625365,,,253957
41888,강원,카페폴앤메리,37.796723,128.916856,강원도 강릉시 강문동 297-10,강원도 강릉시 창해로350번길 33,0336532354,,,347148
41889,강원,산토리니커피,37.770746,128.950134,강원도 강릉시 견소동 5,강원도 강릉시 경강로 2667,0336530931,,,324483
41890,강원,형제막국수,37.755031,128.865542,강원도 강릉시 홍제동 646,강원도 강릉시 사임당로 113-3,0336459969,,,324524
41891,강원,베이커리가루 입암점,37.759774,128.917573,강원도 강릉시 입암동 104-9,강원도 강릉시 월대산로 64,0336527954,,,372879
41892,강원,주문진항구횟집,37.891831,128.829839,강원도 강릉시 주문진읍 주문리 312-512,강원도 강릉시 주문진읍 해안로 1758-22,0336618118,,,631017
41893,강원,신리면옥 ,37.882818,128.821897,강원도 강릉시 주문진읍 교항리 374-4,강원도 강릉시 주문진읍 신리천로 84,0336625708,,,480742
41894,강원,강릉수제어묵고로케,37.753961,128.89921,강원도 강릉시 성남동 53-1,강원도 강릉시 금성로13번길 8,,,,873006
41895,강원,모자호떡,37.753974,128.898786,강원도 강릉시 성남동 50,강원도 강릉시 금성로 21,0336555080,,,573488
41896,강원,마시따니,37.771497,128.878366,강원도 강릉시 교동 1799-7,강원도 강릉시 경포로 36-1,0336448182,,,874527
41897,강원,한신회센터,37.753998,128.898633,강원도 강릉시 성남동 50,강원도 강릉시 금성로 21,0336439456,,,872645
41898,강원,놀랄호떡군만두,37.753894,128.899284,강원도 강릉시 성남동 53-2,강원도 강릉시 금성로13번길 8-1,0336448154,,,585798
41899,강원,중화짬뽕빵,37.753305,128.900144,강원도 강릉시 성남동 51-106,강원도 강릉시 금성로13번길 17,01088246812,,,1022811
41900,강원,스테이인터뷰,37.705602,129.008001,강원도 강동면 정동진리 524-1  ,강원도 율곡로 1458,01024767784,,,1283024
41901,강원,용비집,37.75031,128.892396,강원도 강릉시 남문동 134-1,강원도 강릉시 남문길 20,0336462020,,,501024
